"Step 1","Step 2","Step 3","User Name","title","Bin Category","Quarter-Year","Week Number","Week Start Date","Week End Date","Count"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CG057266","ABC Branch Manager","Power User","2022Q3","Week 2","2022-07-08","2022-07-14","6"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","PA020877","ABC District Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","6"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 7","2023-08-12","2023-08-18","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","WZ035631","ABC Branch Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","MC014643","Controller","Power User","2023Q3","Week 7","2023-08-12","2023-08-18","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","KC005395","ABC District Manager","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","5"
"/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","/shared/Enterprise Analytics/Inventory Management/Inventory Inflation Adjustment/Inventory Inflation Adjustment Report","/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","KH087850","NSC IT Lead BI Engineer","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","5"
"/shared/Enterprise Analytics/Inventory Management/Inventory Inflation Adjustment/Inventory Inflation Adjustment Report","/shared/Enterprise Analytics/National Accounts/National Accounts Sales Pivots/National Accounts Sales","/shared/Enterprise Analytics/Inventory Management/Inventory Inflation Adjustment/Inventory Inflation Adjustment Report","KH087850","NSC IT Lead BI Engineer","Power User","2024Q4","Week 7","2024-11-12","2024-11-18","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","AW027996","ABC Branch Manager","Power User","2022Q4","Week 2","2022-10-08","2022-10-14","5"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2023Q4","Week 7","2023-11-12","2023-11-18","5"
"/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","EG069675","Director Steep Slope Roofing","Power User","2023Q4","Week 9","2023-11-26","2023-12-02","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","CG057266","ABC Branch Manager","Power User","2023Q3","Week 6","2023-08-05","2023-08-11","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","AS035873","ABC Branch Manager","Power User","2024Q1","Week 8","2024-02-19","2024-02-25","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","DW011315","ABC District Manager","Power User","2022Q4","Week 9","2022-11-26","2022-12-02","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q2","Week 7","2023-05-13","2023-05-19","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","RM035735","ABC Branch Manager","Power User","2023Q3","Week 4","2023-07-22","2023-07-28","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q4","Week 11","2023-12-10","2023-12-16","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 6","2023-08-05","2023-08-11","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","RR010480","T&C Director","Regular User","2023Q1","Week 7","2023-02-12","2023-02-18","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","PA020877","ABC District Manager","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","ND059680","Controller","Power User","2023Q3","Week 1","2023-07-01","2023-07-07","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","5"
"/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","MC014643","Controller","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","AM026049","ABC District Manager","Power User","2024Q1","Week 12","2024-03-18","2024-03-24","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CM080257","Controller","Power User","2022Q2","Week 8","2022-05-20","2022-05-26","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","CG057266","ABC Branch Manager","Power User","2022Q3","Week 2","2022-07-08","2022-07-14","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","PJ035906","Regional Business Manager","Power User","2023Q4","Week 6","2023-11-05","2023-11-11","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","KC005395","ABC District Manager","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","CG057266","ABC Branch Manager","Power User","2022Q2","Week 12","2022-06-17","2022-06-23","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CG057266","ABC Branch Manager","Power User","2023Q3","Week 7","2023-08-12","2023-08-18","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CG057266","ABC Branch Manager","Power User","2023Q2","Week 5","2023-04-29","2023-05-05","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","AS035873","ABC Branch Manager","Power User","2024Q1","Week 8","2024-02-19","2024-02-25","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CG057266","ABC Branch Manager","Power User","2023Q2","Week 13","2023-06-24","2023-06-30","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","EG069675","Director Steep Slope Roofing","Power User","2023Q4","Week 4","2023-10-22","2023-10-28","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Quarterly Regional Briefing","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","KB002230","Business Manager - All Products","Power User","2023Q4","Week 3","2023-10-15","2023-10-21","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","CL085848","Business Analyst","Power User","2023Q2","Week 6","2023-05-06","2023-05-12","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","CG057266","ABC Branch Manager","Power User","2022Q2","Week 8","2022-05-20","2022-05-26","5"
"/shared/Enterprise Analytics/_portal/Net Net Average Recovery","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Net Net Average Recovery","PA020877","ABC District Manager","Power User","2024Q1","Week 10","2024-03-04","2024-03-10","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","CM080257","Controller","Power User","2022Q2","Week 8","2022-05-20","2022-05-26","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","ND059680","Controller","Power User","2023Q1","Week 10","2023-03-05","2023-03-11","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Regional Analytics/Northeast Region/Branch Share/All NE Branches/Square Sales by Customer - Asphalt Shingles","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","GT005424","Business Development Manager","Power User","2022Q4","Week 5","2022-10-29","2022-11-04","5"
"/shared/Enterprise Analytics/_portal/Net Net Average Recovery","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Average Recovery","TG084814","NSC IT BI Engineer","Power User","2023Q4","Week 8","2023-11-19","2023-11-25","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Regional Analytics/Northeast Region/Region Share/Level 4 Inventory Finder/Level 4 Inventory Finder","CL085848","Business Analyst","Power User","2023Q2","Week 6","2023-05-06","2023-05-12","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","ND059680","Controller","Power User","2023Q1","Week 10","2023-03-05","2023-03-11","5"
"/shared/Enterprise Analytics/_portal/Pricing Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Pricing Analytics","CG057266","ABC Branch Manager","Power User","2022Q2","Week 9","2022-05-27","2022-06-02","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","JP029277","ABC District Manager","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","5"
"/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","MC014643","Controller","Power User","2023Q3","Week 7","2023-08-12","2023-08-18","5"
"/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Supplier Mix","LT022003","ABC District Manager","Power User","2024Q4","Week 3","2024-10-15","2024-10-21","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q2","Week 7","2023-05-13","2023-05-19","5"
"/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Supplier Mix","LT022003","ABC District Manager","Power User","2023Q4","Week 7","2023-11-12","2023-11-18","5"
"/shared/Enterprise Analytics/_portal/Quarterly Regional Briefing","/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Quarterly Regional Briefing","JB021622","Business Manager - Low Slope,Siding,Wndw","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","5"
"/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Supplier Mix","MS021706","Vice President SW Region","Power User","2024Q2","Week 3","2024-04-15","2024-04-21","5"
"/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","EG069675","Director Steep Slope Roofing","Power User","2024Q2","Week 5","2024-04-29","2024-05-05","5"
"/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","EG069675","Director Steep Slope Roofing","Power User","2023Q4","Week 9","2023-11-26","2023-12-02","5"
"/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","BV059710","Merchandising Manager - Siding","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","5"
"/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","EG069675","Director Steep Slope Roofing","Power User","2023Q4","Week 7","2023-11-12","2023-11-18","5"
"/shared/Enterprise Analytics/_portal/Supplier Mix","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","EG069675","Director Steep Slope Roofing","Power User","2023Q4","Week 4","2023-10-22","2023-10-28","5"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","/shared/Enterprise Analytics/_portal/Sales and GP","CM080257","Controller","Power User","2023Q3","Week 12","2023-09-16","2023-09-22","5"
