Username,Navigation_Path,Count
AC003985,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,1
AC004614,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,1
AC005210,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,4
AC005210,Inventory Management -> Inventory Finder -> Search By District -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,3
AC005210,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,3
AC005210,Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,3
AC005210,Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business,3
AC006374,Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,1
AC006374,Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,1
AC006374,Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,1
AC006374,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,1
AC010159,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,82
AC010159,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,44
AC010159,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,41
AC010159,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,40
AC010159,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,13
AC020347,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,26
AC020347,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,23
AC020347,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,16
AC020347,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,11
AC020347,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,10
AC020477,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,81
AC020477,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Top Sales Periods,8
AC020477,Daily Sales -> Daily Sales -> Top Sales Periods -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,7
AC020477,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Top Sales Periods -> Daily Sales -> Daily Sales -> Daily Sales,5
AC020477,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Month End Sales,2
AC021543,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,6
AC021543,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,2
AC021543,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,1
AC021543,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,1
AC021543,Inventory Management -> Inventory Finder -> Search By District -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,1
AC022579,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,10
AC025800,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,97
AC025800,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,9
AC025800,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,9
AC025800,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,9
AC025800,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,8
AC027588,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,3
AC027588,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary,1
AC027588,Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District,1
AC027588,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Levels -> Inventory Levels -> Inventory Levels,1
AC027588,Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Management -> Inventory Finder -> Search By District,1
AC027894,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,44
AC027894,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,40
AC027894,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,19
AC027894,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,18
AC027894,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,13
AC028143,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,86
AC028143,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,38
AC028143,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,34
AC028143,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,28
AC028143,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,23
AC033190,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Daily Sales -> Daily Sales -> Daily Sales,4
AC033190,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,2
AC033190,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Branch Operations -> Branch Summary -> Summary Dashboard -> Daily Sales -> Daily Sales -> Daily Sales,2
AC033190,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Daily Sales -> Daily Sales -> Daily Sales -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,2
AC033190,Daily Sales -> Daily Sales -> Daily Sales -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,2
AC041767,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,15
AC041767,Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Tabular,5
AC041767,Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Fleet CSA -> Fleet CSA - Enterprise -> CSA National BASIC -> Fleet CSA -> Fleet CSA - Enterprise -> CSA National Violations,3
AC041767,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary,2
AC041767,Daily Sales -> Daily Sales -> Daily Sales -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Fleet CSA -> Fleet CSA - Enterprise -> CSA National BASIC,2
AC051980,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District,1
AC051980,Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary,1
AC051980,Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District,1
AC051980,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance,1
AC051980,Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District,1
AC053483,Branch Operations -> Branch Summary -> Summary Dashboard -> Branch Operations -> Branch Summary -> Summary Dashboard -> Branch Operations -> Branch Summary -> Summary Dashboard,18
AC053483,Branch Operations -> Branch Summary -> Summary Dashboard -> Daily Sales -> Daily Sales -> Daily Sales -> Branch Operations -> Branch Summary -> Summary Dashboard,18
AC053483,Branch Operations -> Branch Summary -> Summary Dashboard -> Branch Operations -> Branch Summary -> Summary Dashboard -> Daily Sales -> Daily Sales -> Daily Sales,17
AC053483,Daily Sales -> Daily Sales -> Daily Sales -> Branch Operations -> Branch Summary -> Summary Dashboard -> Branch Operations -> Branch Summary -> Summary Dashboard,16
AC053483,Branch Operations -> Branch Summary -> Summary Dashboard -> Daily Sales -> Daily Sales -> Daily Sales -> Productivity -> Associate Productivity -> Summary,11
AC054091,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance -> Inventory Management -> Historical Inventory -> Historical Inventory,1
AC054091,Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance -> Inventory Management -> Historical Inventory -> Historical Inventory -> Daily Sales -> Daily Sales -> Daily Sales,1
AC054091,Inventory Management -> Historical Inventory -> Historical Inventory -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Tabular,1
AC054091,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Tabular -> Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Customer Summary,1
AC054091,Daily Sales -> Daily Sales -> Tabular -> Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Customer Summary -> Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Main Account Detail,1
AC056748,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,90
AC056748,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,79
